cependant , les études soumises concernant l&apos; absence de risque pour la sélection relative à la résistance antibiotique dans le microbiote normal n&apos; ont pas été jugées entièrement probantes en	raison	des limites des méthodes utilisées .
asat augmentée	pression	artérielle augmentée ldh sanguins augmentés glycémie augmentée
à	conserver	dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière .
faites	attention	avec oracea informez votre médecin
comment	conserver	oracea
en se fondant sur les données ci-dessus relatives aux réactions de sevrage et au comportement suicidaire , le royaume-uni a considéré qu&apos; il était de l&apos; intérêt de la communauté de procéder à la réévaluation du	rapport	bénéfice/ risque de la paroxétine et a demandé l&apos; avis du chmp sur l&apos; opportunité d&apos; un maintien , d&apos; une modification ou d&apos; un retrait des autorisations de mise sur le marché pour les médicaments contenant de la paroxétine .
la paroxétine est contre-indiquée en	association	aux inhibiteurs de la monoamine oxidase ( imao ) .
il n&apos; est pas recommandé d&apos; utiliser la paroxétine en	association	avec le métoprolol lorsqu&apos; il est administré dans l&apos; insuffisance cardiaque , en raison d&apos; un index thérapeutique étroit du métoprolol dans cette indication .
les effets indésirables sont listés ci-dessous par système	organe	et fréquence .
troubles vasculaires peu fréquents : élévations ou diminutions transitoires de la	pression	artérielle .
des cas d&apos; élévations ou de diminutions transitoires de la	pression	artérielle ont été rapportés à la suite d&apos; un traitement par la paroxétine , habituellement chez des patients ayant une hypertension artérielle ou une anxiété pré-existantes .
la formulation choisie en	association	avec ce procédé de fabrication n&apos; est ni optimale , ni très évoluée et aurait pu être améliorée afin d&apos; éviter la présence des deux impuretés prévisibles .
transdermique	voie	orale
qu&apos; est-ce que le piroxicam &#91; nom de fantaisie &#93; et dans quel cas est -il utilisé avant de vous prescrire du piroxicam , votre médecin doit évaluer les bénéfices que ce médicament est susceptible de vous apporter par	rapport	au risque encouru de développer des effets indésirables .
enfin , seuls certains états membres ont approuvé une indication dans le « traitement d&apos; hyperlipidémie à la suite d&apos; une transplantation d&apos;	organe	» .
hypercholestérolémie traitement des hypercholestérolémies primaires ou des dyslipidémies mixtes , en complément d&apos; un	régime	, quand la réponse au régime et aux autres traitements non pharmacologiques ( par ex. , exercice , perte de poids ) est insuffisante .
hypercholestérolémie traitement des hypercholestérolémies primaires ou des dyslipidémies mixtes , en complément d&apos; un régime , quand la réponse au	régime	et aux autres traitements non pharmacologiques ( par ex. , exercice , perte de poids ) est insuffisante .
prévention primaire réduction de la mortalité et de la morbidité cardiovasculaire chez les patients présentant une hypercholestérolémie modérée ou sévère et exposés à un risque élevé d&apos; événement cardiovasculaire inaugural , en complément d&apos; un	régime	( cf. rubrique 5.1 ) . prévention secondaire
a mettre en	place	au niveau national &#93;
a mettre en	place	à l&apos; échelle nationale &#93; pour les excipients , cf. rubrique 6.1 .
prévention primaire réduction de la mortalité et de la morbidité cardiovasculaire chez les patients présentant une hypercholestérolémie modérée ou sévère et exposés à un risque élevé de premier événement cardiovasculaire , en complément d&apos; un	régime	( cf. rubrique 5.1 ) .
comme pour les autres inhibiteurs de la hmg-coa réductase , l&apos;	association	de la pravastatine et des fibrates n&apos; est pas recommandée .
une augmentation de l&apos; incidence des atteintes musculaires a également été décrite chez les patients recevant d&apos; autres statines en	association	avec des inhibiteurs du cytochrome p450 .
si cette	association	est jugée nécessaire , une surveillance étroite de l&apos; état clinique et des cpk des patients sous un tel traitement est nécessaire .
une surveillance clinique et biochimique des patients recevant cette	association	est recommandée ( cf. rubrique 4.2 ) .
155-232 mg/dl &#91; 4.0-6.0 mmol/l &#93; ) et sans antécédent d&apos; infarctus du myocarde , traités pendant une durée moyenne de 4,8 ans soit par la pravastatine 40 mg/j soit par placebo , en complément d&apos; un	régime	.
en l&apos; absence de données chez les patients ayant une hypercholestérolémie associée à un taux de triglycérides supérieur à 6 mmol/l ( 5,3 g/l ) après 8 semaines de	régime	, dans cette étude , le bénéfice du traitement par pravastatine n&apos; est pas établi chez ce type de patient .
&#91; a mettre en	place	au niveau national &#93;
toutes les présentations peuvent ne pas être commercialisées . &#91; a mettre en	place	au niveau national &#93;
recommandations sur les concentrations résiduelles cibles sur sang total la posologie doit être basée essentiellement sur l&apos; évaluation clinique des signes de rejet et de la tolérance pour chaque	patient	.
pendant la période post-transplantation immédiate , la surveillance des paramètres suivants doit être effectuée en routine :	pression	artérielle , ecg , bilan neurologique et visuel , glycémie à jeun , électrolytes ( en particulier le potassium ) , fonctions hépatique et rénale , paramètres hématologiques , hémostase et dosage des protéines plasmatiques .
numero(s) d&apos; autorisation de mise sur le	marche	&#91; a compléter au niveau national &#93;
un antidépresseur ne doit être proposé à un enfant ou à un adolescent présentant une dépression modérée à sévère qu&apos; en	association	avec une psychothérapie ,
le traitement antidépresseur ne devrait être proposé pour un enfant ou un adolescent souffrant de dépression modérée à sévère qu&apos; en	association	à une prise en charge psychothérapeutique concomitante .
par conséquent , la fluoxétine est contre-indiquée en	association	avec un imao non sélectif .
l&apos;	association	de la fluoxétine à un imao réversible n&apos; est pas recommandée .
une surveillance médicale plus étroite et plus fréquente s&apos; impose en cas d&apos;	association	de la fluoxétine avec le lithium .
la prise en	charge	du surdosage doit tenir compte de la possibilité d&apos; une poly-intoxication médicamenteuse .
( nom de fantaisie)® appartient à la	famille	de médicaments appelés antidépresseurs inhibiteurs de la recapture de la sérotonine .
ce traitement antidépresseur ne devrait être proposé aux enfants et adolescents qu&apos; en	association	avec une prise en charge psychothérapeutique .
faites	attention	avec ( nom de fantaisie)® et prévenez votre médecin ou votre pharmacien dans les situations suivantes :
- le lithium , le tryptophane : lorsqu&apos; ils sont co-administrés avec ( nom de fantaisie)® , il existe un risque augmenté de syndrome sérotoninergique . lorsque ( nom de fantaisie)® est utilisé en	association	avec le lithium , votre médecin devra effectuer des bilans plus fréquemment .
mode d&apos;	administration	
faites	attention	avec ( nom de fantaisie)®et prévenez votre médecin ou votre pharmacien dans les situations suivantes :
une médication à base d&apos; antidépresseurs ne doit être proposée à un enfant ou à une personne jeune présentant une dépression modérée grave qu&apos; en	association	avec une psychothérapie parallèle .
la naloxone et les autres antagonistes morphiniques doivent être utilisés avec prudence dans le traitement du surdosage chez les patients sous morphiniques en	raison	du risque de déclenchement d&apos; un syndrome de sevrage aigu .
les effets secondaires du fentanyl sur le système nerveux central ( snc ) et les fonctions respiratoire et gastro-intestinale sont ceux des analgésiques morphiniques et sont considérés comme des effets de	classe	.
à	conserver	dans la plaquette thermoformée d&apos; origine à l&apos; abri de l&apos; humidité .
comment	conserver	rapinyl ?
a	conserver	dans la plaquette thermoformée d&apos; origine à l&apos; abri de l&apos; humidité .
	voie	d&apos; administration
	voie	orale voie orale
voie orale	voie	orale
a	conserver	dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière et de l&apos; humidité .
a	conserver	dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière et de l&apos; humidité
faites	attention	avec remeron
faites également particulièrement	attention	avec remeron si avez actuellement ou si vous avez déjà présenté l&apos; une des affections suivantes : si vous ne l&apos; avez pas déjà fait , parlez à votre médecin de ces affections avant de prendre remeron .
ne prenez pas remeron en	association	avec : des inhibiteurs de la monoamine oxydase ( imao ) .
dans de très rares cas , remeron seul ou en	association	avec ces médicaments peut induire ce qu&apos; on appelle un syndrome sérotoninergique .
utilisé en	association	avec ces médicaments , remeron peut accentuer les étourdissements causés par ces derniers. des médicaments contre les infections : médicaments contre les infections bactériennes ( tels que l&apos; érythromycine ) , contre les infections fongiques ( tels que le kétoconazole ) et contre les infections par le vih / sida ( tels que les inhibiteurs de protéase du vih ) .
utilisés en	association	avec remeron , ces médicaments peuvent augmenter la quantité de remeron dans votre sang .
utilisé en	association	avec remeron , ces médicaments peuvent diminuer la quantité de remeron dans votre sang .
comment	conserver	remeron
faites	attention	si vous prenez remeron en association avec : des antidépresseurs tels que isrs , venlafaxine et l-tryptophane ou des triptans ( utilisés pour traiter la migraine ) , du tramadol ( un antalgique ) , du linézolide ( un antibiotique ) , du lithium ( utilisé pour traiter certaines affections psychiatriques ) et des préparations à base de millepertuis - hypericum perforatum ( remède à base de plante utilisé dans la dépression ) .
faites attention si vous prenez remeron en	association	avec : des antidépresseurs tels que isrs , venlafaxine et l-tryptophane ou des triptans ( utilisés pour traiter la migraine ) , du tramadol ( un antalgique ) , du linézolide ( un antibiotique ) , du lithium ( utilisé pour traiter certaines affections psychiatriques ) et des préparations à base de millepertuis - hypericum perforatum ( remède à base de plante utilisé dans la dépression ) .
les patients ayant un système rénine angiotensine - aldostérone fortement stimulé ( par exemple , hypertension rénovasculaire , déplétion hydrique et/ ou sodée , décompensation cardiaque , ou hypertension sévère ) peuvent présenter une chute excessive de la	pression	artérielle suite à la dose initiale .
des mesures similaires peuvent être prises chez des patients ayant une cardiopathie ischémique ou ayant eu des accidents vasculaires cérébraux , patients chez lesquels une baisse excessive de la	pression	artérielle pourrait entraîner un infarctus du myocarde ou un accident vasculaire cérébral .
une réponse hypotensive transitoire n&apos; est pas une contre-indication aux doses ultérieures , lesquelles peuvent être données habituellement sans difficulté une fois la	pression	artérielle remontée après l&apos; expansion volumique .
l&apos; énalapril sera utilisé avec une extrême prudence chez les patients ayant une collagénose vasculaire , un traitement immunosuppresseur , un traitement avec l&apos; allopurinol ou la procaïnamide , ou une	association	de ces facteurs de complication , particulièrement s&apos; il y a une fonction rénale pré-existante altérée .
différences ethniques comme avec les autres iec , l&apos; énalapril est apparemment moins efficace pour diminuer la	pression	artérielle chez les patients de race noire que chez les autres , en raison d&apos; une prévalence plus élevée des concentrations en rénine basse dans la population hypertendue de race noire .
l&apos; utilisation concomitante de nitroglycérine et d&apos; autres nitrates , ou d&apos; autres vasodilatateurs , peut réduire davantage la	pression	artérielle .
des études contrôlées avec les iec n&apos; ont pas été effectuées dans l&apos; espèce humaine , mais un nombre limité de grossesses exposées au premier trimestre n&apos; a pas semblé mettre en évidence des malformations en	rapport	avec la fœ totoxicité décrite ci-dessous dans l&apos; espèce humaine .
l&apos; administration d&apos; énalapril une fois par jour a diminué la valeur de la	pression	artérielle à la vallée de manière dose-dépendante .
les inhibiteurs de l&apos; enzyme de conversion de l&apos; angiotensine , en tant que	classe	, se sont révélés fœ totoxiques ( provoquant des lésions et/ ou des décès chez le fœ tus ) lorsqu&apos; ils sont administrés pendant le deuxième ou le troisième trimestre de la grossesse .
toutefois , la prudence est nécessaire et le rapport risque/ bénéfice de cette	association	ou d&apos; un traitement concomitant par d&apos; autres diurétiques puissants doit être pris en compte préalablement à toute décision d&apos; utilisation .
comme pour d&apos; autres antipsychotiques , la prudence est recommandée lorsque la rispéridone est prescrite avec des médicaments connus pour allonger l&apos; intervalle qt , par exemple les antiarythmiques de	classe	ia ( par exemple , quinidine , disopyramide , procaïnamide ) , les antiarythmiques de classe iii ( par exemple , amiodarone , sotalol ) , les antidépresseurs tricycliques ( amitriptyline ) , les antidépresseurs tétracycliques ( maprotiline ) , certains antihistaminiques , d&apos; autres antipsychotiques , certains antipaludéens ( chinice et méfloquine ) , et certains médicaments entraînant des troubles électrolytiques ( hypokaliémie , hypomagnésémie ) , une bradycardie , ou ceux qui inhibent le métabolisme de la rispéridone .
la rispéridone doit être administrée avec prudence en	association	avec d&apos; autres médicaments agissant au niveau central en particulier l&apos; alcool , les opiacés , les antihistaminiques et les benzodiazépines du fait d&apos; une augmentation du risque d&apos; effet sédatif .
lorsque l&apos;	association	s&apos; avère nécessaire , en particulier aux stades terminaux de la maladie de parkinson , la dose minimale efficace de chaque traitement doit être prescrite .
autres évènements indésirables rapportés avec risperdal oral mais non rapportés avec risperdalconsta par système	organe	investigations augmentation de la température corporelle , augmentation du nombre des éosinophiles , diminution du nombre des globules blancs , diminution de l&apos; hémoglobine , augmentation de la créatine phosphokinase sérique , diminution de la température corporelle infections et infestations angine , cellulite , otite moyenne , infection oculaire , acarodermatite , infection des voies respiratoires , onychomycose , otite moyenne chronique affections hématologiques et du système lymphatique granulocytopénie
ne pas	conserver	le flacon apres reconstitution car la suspension pourrait sedimenter .
faites	attention	avec risperdal consta si vous n&apos; avez jamais pris de risperdal quelque soit la forme d&apos; administration , vous devrez commencer par du risperdal oral avant de commencer le traitement par risperdal consta .
	solution	
de même , lorsque la substitution d&apos; un traitement antipsychotique par voie parentérale à action prolongée s&apos; avère nécessaire , le traitement par risperdal sera mis en	place	le jour prévu pour la prochaine injection .
comme pour tous d&apos; autres antipsychotiques , la prudence est recommandée lorsque la rispéridone est prescrite de façon concomitante avec des médicaments connus pour allonger l&apos; intervalle qt , par exemple les antiarythmiques de	classe	ia ( par exemple , quinidine , disopyramide , procaïnamide ) , les antiarythmiques de classe iii ( par exemple , amiodarone , sotalol ) , les antidépresseurs tricycliques ( amitriptiline ) , les antidépresseurs tétracycliques ( maprotiline ) , certains antihistaminiques , d&apos; autres antipsychotiques , certains antipaludéens ( chinice et méfloquine ) , et certains médicaments entraînant des troubles électrolytiques .
l&apos; utilisation concomitante de risperdal oral avec la palipéridone n&apos; est pas recommandée car la palipéridone est le métabolite actif de la rispéridone et l&apos;	association	des deux peut entraîner une augmentation de la fraction antipsychotique active .
autres effets indésirables rapportés avec risperdal consta mais non rapportés avec risperdal oral , par système	organe	investigations perte de poids , augmentation de la gamma-glutamyltransférase , augmentation des enzymes hépatiques affections cardiaques bradycardie affections hématologiques et du système lymphatique neutropénie affections du système nerveux paresthésie , convulsions affections oculaires blépharospasme affections de l&apos; oreille et du labyrinthe vertige affections gastro-intestinales douleur dentaire , spasme de la langue affections de la peau et du tissu sous-cutané eczéma affections musculo-squelettiques et systémiques douleur glutéale infections et infestations infection des voies respiratoires basses , infection , gastro-entérite , abcès sous - cutané lésions , intoxications et complications liées aux procédures chute affections vasculaires hypertension troubles généraux et anomalies au site d&apos; administration douleur affections psychiatriques dépression
faites	attention	avec risperdal demander conseil à votre médecin ou pharmacien avant de prendre risperdal si :
les principales rubriques qui devaient être harmonisées étaient les rubriques « indications thérapeutiques » , « posologie et mode d&apos; administration » , « contre-indications » , « mises en	garde	spéciales et précautions particulières d&apos; emploi » , « effets indésirables » .
une	attention	particulière doit être portée aux patients présentant des antécédents de dépression et une surveillance des éventuels signes de dépression doit être effectuée chez tous les patients avec recours à un traitement approprié si nécessaire .
sur la base de ces données , les deux formulations sont considérées comme présentant un	rapport	thérapeutique équivalent et comme étant cliniquement interchangeables » .
pendant le développement du produit , le demandeur a optimisé l&apos; applicateur , en modifiant la forme du dispositif pour permettre de	conserver	l&apos; applicateur dans les deux positions requises identifiées .
si les dosages disponibles de cette association fixe ne répondent pas aux nécessités pour ajuster les posologies en fonction de l&apos; état du	patient	, bêta-2 agonistes et/ ou corticoïdes devront être prescrits individuellement .
les patients atteints d&apos; asthme persistant bénin ne sont pas considérés comme susceptibles de recevoir un traitement en	association	comme traitement d&apos; entretien initial .
quand elle est utilisée régulièrement , l&apos;	association	du salmétérol et du propionate de fluticasone protège contre la survenue des crises d&apos; asthme .
ces effets incluent des douleurs gastriques , une fatigue , une perte d&apos; appétit , des nausées , une diarrhée , une perte de poids , des maux de tête ou une somnolence , des taux bas de potassium dans votre sang , une	pression	artérielle basse ou des convulsions .
conduite de véhicules et utilisation de machines il est peu probable que les effets indésirables associés à seretide affectent la capacité à conduire un véhicule ou à utiliser une	machine	.
l&apos; emr et les emc ont estimé que le	rapport	bénéfice-risque était défavorable pour l&apos; indication dans un traitement d&apos; entretien initial et ont , dès lors , rejeté la demande de modification de type ii.
le patient doit tenir l&apos; aérosol bien	droit	entre les doigts et le pouce avec son pouce à la base , sous l&apos; embout buccal .
l&apos; emr et les emc ont estimé que le	rapport	bénéfice-risque était défavorable pour l&apos; indication dans le traitement d&apos; entretien initial et ont , dès lors , rejeté la demande de modification de type ii.
des cas isolés d&apos; augmentation plus importante de la	pression	artérielle et de la fréquence cardiaque ne peuvent pas être exclus .
l&apos; utilisation prudente de bêta-bloquants peut être indiquée en cas d&apos; augmentation de la	pression	artérielle ou de tachycardie .
a	conserver	dans l&apos; emballage d&apos; origine , à l&apos; abri de la lumière et de l&apos; humidité .
a	conserver	dans l&apos; emballage d&apos; origine , à l&apos; abri de l&apos; humidité et de la lumière .
faites	attention	avec singulair :
important : ne jamais	conserver	un mélange granules/ nourriture pour une administration ultérieure .
chez les patients asthmatiques traités par montelukast , l&apos;	association	de symptômes comprenant syndrome pseudo-grippal , fourmillements/ engourdissements des bras et des jambes , aggravation des symptômes pulmonaires et/ ou éruption cutanée ( syndrome de churg strauss ) a été rapportée dans de très rares cas .
comment	conserver	singulair
le présent avis est transmis à la commission , aux états membres et aux titulaires de l&apos; autorisation de mise sur le marché , accompagné d&apos; un	rapport	d&apos; évaluation sur le médicament en question exposant les raisons qui motivent ses conclusions et accompagné de ses annexes et pièces jointes .
( cf. « contre-indications » et « mises en	garde	et précautions particulières d&apos; emploi » ) .
dans un tel cas , aucune	association	antibiotique n&apos; est nécessaire du fait d&apos; un spectre d&apos; activité qui inclut tous les agents pathogènes respiratoires .
l&apos; état d&apos; équilibre est atteint dès le 1er jour grâce à une dose de	charge	initiale qui est le double de la dose quotidienne .
	voie	intraveineuse
titulaire de l&apos; autorisation de mise sur le	marche	voir annexe a
	état	
tritace et dénominations associées peuvent être utilisés en monothérapie ou en	association	avec d&apos; autres classes de médicaments antihypertenseurs .
tritace et dénominations associées peuvent être utilisés en monothérapie ou en	association	avec d&apos; autres classes de médicaments antihypertenseurs &quot; .
la posologie de tritace sera ajustée par la suite en fonction de la	pression	artérielle cible .
tritace peut être utilisé en monothérapie ou en	association	à d&apos; autres classes de médicaments antihypertenseurs .
les patients ayant un système rénine-angiotensine-aldostérone fortement activé pourraient présenter une chute excessive de la	pression	artérielle après la première dose .
les patients ayant un système rénine-angiotensine-aldostérone fortement activé sont à risque d&apos; une chute brutale de la	pression	artérielle et d&apos; une altération de la fonction rénale en raison de l&apos; inhibition de l&apos; enzyme de conversion , en particulier lorsque un iec ou un diurétique concomitant est administré pour la première fois ou lors de la première augmentation de dose .
comme pour les autres iec , le ramipril pourrait être moins efficace en termes de diminution de la	pression	artérielle chez les sujets de race noire que chez les sujets des autres races , peut-être en raison d&apos; une prévalence plus élevée de l&apos; hypertension à faible taux de rénine chez la population hypertensive noire .
agents antihypertenseurs ( par ex. les diurétiques ) et autres substances pouvant abaisser la	pression	artérielle ( par ex. les nitrates , les antidépresseurs tricycliques , les anesthésiques , la prise aiguë
une surveillance de la	pression	artérielle est recommandée .
certains effets indésirables ( par ex. les symptômes d&apos; une réduction de la	pression	artérielle tels des étourdissements ) peuvent perturber la capacité de concentration et de réaction du patient , et par conséquent constituer un risque dans les situations où ces capacités revêtent une importance particulière ( telles la conduite d&apos; un véhicule ou l&apos; utilisation d&apos; une machine ) .
l&apos; administration de ramipril à des patients hypertendus entraîne une réduction de la	pression	artérielle couché et debout sans élévation compensatrice de la fréquence cardiaque .
l&apos; interruption brutale du ramipril n&apos; entraîne pas d&apos; augmentation rapide et excessive avec effet rebond de la	pression	artérielle .
tritace agit en : diminuant la production par votre organisme de substances susceptibles d&apos; élever votre	pression	artérielle faisant se relâcher et se dilater vos vaisseaux sanguins facilitant à votre cœ ur le pompage du sang à travers l&apos; organisme .
faites	attention	avec tritace vérifiez auprès de votre médecin ou votre pharmacien avant de prendre votre médicament : si vous souffrez de problèmes cardiaques , hépatiques ou rénaux si vous avez perdu une grande quantité de sels ou de fluides corporels ( si vous vomissez , avez la diarrhée , suez de manière inhabituelle , suivez un régime pauvre en sel , prenez des diurétiques depuis longtemps ou avez subi une dialyse ) si vous allez suivre un traitement pour réduire votre allergie aux piqûres d&apos; abeille ou de guêpe ( désensibilisation ) si vous allez recevoir un anesthésique .
il pourrait s&apos; avérer nécessaire d&apos; arrêter votre traitement par tritace un jour avant ; demandez conseil à votre médecin si votre	taux	sanguin de potassium est élevé ( d&apos; après les résultats de vos tests sanguins ) si vous souffrez d&apos; une maladie vasculaire du collagène telle qu&apos; une sclérodermie ou un lupus érythémateux systémique . vous devez informer votre médecin si vous pensez être enceinte ( ou susceptible de le devenir ) .
ils peuvent rendre tritace moins efficace : les médicaments utilisés pour soulager les douleurs et l&apos; inflammation ( par exemple les anti - inflammatoires non stéroïdiens ( ains ) , tels l&apos; ibuprofène ou l&apos; indométacine et l&apos; aspirine ) les médicaments utilisés pour le traitement d&apos; une	pression	artérielle basse , d&apos; un collapsus , d&apos; une insuffisance cardiaque , d&apos; un asthme ou d&apos; allergies , tels que l&apos; éphédrine , la noradrénaline ou l&apos; adrénaline .
votre médecin devra alors vérifier votre	pression	artérielle .
si vous vous préoccupez de savoir la quantité d&apos; alcool que vous pouvez boire alors que vous prenez tritace , parlez - en à votre médecin , les médicaments utilisés pour réduire la	pression	artérielle et l&apos; alcool pouvant avoir des effets additifs . tritace peut être pris pendant ou en dehors des repas .
ceci est plus susceptible de se produire au début de la prise de tritace ou au début de la prise d&apos; une dose plus forte evanouissement , hypotension (	pression	artérielle anormalement basse ) , en particulier lorsque vous vous levez ou vous asseyez dans le lit rapidement toux sèche irritative , inflammation des sinus ( sinusite ) ou bronchite , essoufflement douleurs gastriques ou intestinales , diarrhée , indigestion , nausées ou vomissements eruption cutanée avec zone surélevée ou non douleurs dans la poitrine crampes ou douleurs musculaires examens sanguins montrant une élévation inhabituelle de votre taux de potassium .
veuillez informer votre médecin si l&apos; un ou l&apos; autre des symptômes suivants s&apos; aggravait ou durait plus de quelques jours . difficulté de concentration gonflement de la bouche examens sanguins montrant un nombre trop faibles de cellules sanguines dans votre	sang	examens sanguins montrant un taux inhabituellement bas de sodium dans votre sang changement de couleur de doigts et des orteils lorsque vous avez froid , avec picotements ou sensations douloureuses lorsque vous vous réchauffez ( syndrome de raynaud ) augmentation de la taille des seins chez l&apos; homme réactions ralenties ou perturbées sensation de brûlure modification des odeurs chute de cheveux .
comment	conserver	tritace
l&apos;	association	est indiquée pour le traitement de l&apos; hypertension dans tous les états membres dans lesquels elle est autorisée , bien qu&apos; il ait été constaté que des termes incluant hypertension essentielle , hypertension artérielle et hypertension artérielle essentielle sont utilisés .
l&apos;	association	2,5mg / 12,5mg a conduit à une réduction plus importante de la pression sanguine que le traitement par les composants individuels et l&apos; association de 5mg/ 25mg a produit un meilleur effet thérapeutique que le doublement de la dose de ramipril à 10mg .
l&apos; association 2,5mg / 12,5mg a conduit à une réduction plus importante de la pression sanguine que le traitement par les composants individuels et l&apos;	association	de 5mg/ 25mg a produit un meilleur effet thérapeutique que le doublement de la dose de ramipril à 10mg .
l&apos; administration de l&apos;	association	fixe de ramipril et d&apos; hydrochlorothiazide est habituellement recommandée après titration de la dose avec l&apos; un des composants individuels .
le chmp a inclus dans ce paragraphe la mise en garde concernant l&apos; hyperaldostéronisme primaire et a par conséquent adopté la formulation harmonisée suivante : « l&apos;	association	ramipril + hydrochlorothiazide ne représente pas un traitement de choix pour l&apos; hyperaldostéronisme primaire .
cette association à dose fixe est indiquée chez les patients dont la	pression	artérielle n&apos; est pas adéquatement contrôlée par le ramipril seul ou l&apos; hydrochlorothiazide seul .
	voie	orale .
l&apos; administration de l&apos;	association	fixe de ramipril et d&apos; hydrochlorothiazide est généralement recommandée après ajustement posologique de l&apos; un des composants individuels .
une activation significative du système rénine-angiotensine-aldostérone est à prévoir , et une surveillance médicale , y compris le contrôle de la	pression	artérielle , est nécessaire par exemple en cas de :
hyperaldostéronisme primaire l&apos;	association	de ramipril + hydrochlorothiazide ne représente pas un traitement de choix pour l&apos; hyperaldostéronisme primaire .
l&apos;	association	de ramipril et d&apos; hydrochlorothiazide au lithium n&apos; est par conséquent par recommandée .
administration conjointe de ramipril-hydrochlorothiazide lors d&apos; essais cliniques , l&apos;	association	a entraîné des réductions plus importantes de la pression artérielle que l&apos; un ou l&apos; autre produit administré seul .
administration conjointe de ramipril-hydrochlorothiazide lors d&apos; essais cliniques , l&apos; association a entraîné des réductions plus importantes de la	pression	artérielle que l&apos; un ou l&apos; autre produit administré seul .
l&apos;	association	d&apos; un iec à un diurétique thiazidique produit un effet synergique et diminue également le risque d&apos; hypokaliémie provoqué par le diurétique seul .
aucune étude du potentiel mutagène et carcinogène n&apos; a été menée sur l&apos;	association	, les études des composants individuels ayant montré l&apos; absence de risque .
les études de la reproduction chez le rat et le lapin ont révélé que l&apos;	association	était quelque peu plus toxique que l&apos; un ou l&apos; autre des composants seul , mais aucune des études n&apos; a révélé un effet tératogène de l&apos; association .
les études de la reproduction chez le rat et le lapin ont révélé que l&apos; association était quelque peu plus toxique que l&apos; un ou l&apos; autre des composants seul , mais aucune des études n&apos; a révélé un effet tératogène de l&apos;	association	.
tritazide est une	association	de deux médicaments appelés ramipril et hydrochlorothiazide .
il agit en : diminuant la production par votre organisme de substances susceptibles d&apos; élever votre	pression	artérielle faisant se relâcher et se dilater vos vaisseaux sanguins facilitant le pompage par votre cœ ur du sang à travers l&apos; organisme .
ceci diminue votre	pression	artérielle .
les deux substances actives œ uvrent ensemble à réduire votre	pression	artérielle .
faites	attention	avec tritazide vérifiez auprès de votre médecin ou votre pharmacien avant de prendre votre médicament : si vous souffrez de problèmes cardiaques , hépatiques ou rénaux si vous avez perdu une grande quantité de sels ou de fluides corporels ( si vous vomissez , avez la diarrhée , suez de manière inhabituelle , suivez un régime pauvre en sel , prenez des diurétiques depuis longtemps ou avez subi une dialyse ) si vous allez suivre un traitement pour réduire votre allergie aux piqûres d&apos; abeille ou de guêpe ( désensibilisation ) si vous allez recevoir un anesthésique .
il pourrait s&apos; avérer nécessaire d&apos; arrêter votre traitement par tritazide un jour avant ; demandez conseil à votre médecin si votre	taux	sanguin de potassium est élevé ( d&apos; après les résultats de vos tests sanguins ) si vous souffrez d&apos; une maladie vasculaire du collagène telle qu&apos; une sclérodermie ou un lupus érythémateux systémique . vous devez informer votre médecin si vous pensez être enceinte ( ou susceptible de le devenir ) .
si vous vous préoccupez de savoir la quantité d&apos; alcool que vous pouvez boire alors que vous prenez tritazide , discutez - en avec votre médecin , les médicaments utilisés pour réduire la	pression	artérielle et l&apos; alcool pouvant avoir des effets additifs . tritazide peut être pris pendant ou en dehors des repas .
traitement d&apos; une pression artérielle élevée votre médecin ajustera la quantité à prendre jusqu&apos; à ce que votre	pression	artérielle soit contrôlée .
comment	conserver	tritazide
il agit en augmentant la production d&apos; urine , ce qui diminue la quantité de liquide dans le sang et abaisse la	pression	artérielle .
tritazide est utilisé pour le traitement de l&apos; hypertension et il est indiqué chez les patients dont la	pression	artérielle n&apos; est pas suffisamment contrôlée par le ramipril seul ou par l&apos; hydrochlorothiazide seul .
considérant qu&apos; il n&apos; y a aucune préoccupation majeure concernant la sécurité , l&apos; efficacité et les événements cliniques indésirables de l&apos; association ramipril/ hctz chez les patients non répondeurs à l&apos; hctz et au ramipril chacun administré seul , le chmp a adopté pour les indications les deux formulations harmonisées suivantes : traitement de l&apos; hypertension cette association à doses fixes est indiquée chez les patients dont la	pression	artérielle n&apos; est pas suffisamment contrôlée par le ramipril seul ou par l&apos; hydrochlorothiazide seul .
le chmp a également constaté que les données d&apos; essais sur les étapes de titration avec l&apos;	association	des deux composants étaient limitées .
l&apos;	association	ramipril + hydrochlorothiazide ne constitue pas un traitement de choix pour l&apos; hyperaldostéronisme primaire .
conduite de véhicules et utilisation de machines il est peu probable que les effets indésirables associés à viani affectent la capacité à conduire un véhicule ou à utiliser une	machine	.
comment	conserver	viani
